,email_id,entity,type
408,66,RD,ALLCAPS
409,67,UE,ALLCAPS
410,67,AR,ALLCAPS
411,67,DHCP,ALLCAPS
412,67,BINET,ALLCAPS
413,67,NCPINADTIP,ALLCAPS
414,67,RR,ALLCAPS
415,67,WG,ALLCAPS
416,67,MR,ALLCAPS
417,67,PD,ALLCAPS
418,67,IP,ALLCAPS
419,67,UE AR,ORG
420,67,sarikayaieeeorg,PER
421,67,Teemu,PER
422,68,Julien,PER
423,68,David,PER
424,68,De Laganier Julien julienlqualcommcom,PER
425,68,David davidbinetorangeftgroupcom,PER
426,68,GPP,ORG
427,68,IETF,ORG
428,68,UE,ORG
429,68,teemusavolainennokiacom,DIG
430,68,ND,ALLCAPS
431,68,DHCP,ALLCAPS
432,68,BINET,ALLCAPS
433,68,NCPINADTIP,ALLCAPS
434,68,RE,ALLCAPS
435,68,SLAAC,ALLCAPS
436,68,PCO,ALLCAPS
437,68,IMHO,ALLCAPS
438,69,UE,ORG
439,69,IMHO,ORG
440,69,GGSN,ORG
441,69,PGW,DIG
442,69,FWIW,ALLCAPS
443,69,ND,ALLCAPS
444,69,DHCP,ALLCAPS
445,69,SLAAC,ALLCAPS
446,69,PCO,ALLCAPS
447,69,EPS,ALLCAPS
448,69,PDP,ALLCAPS
449,69,APN,ALLCAPS
450,70,Cameron Byrne cblistgmailc,PER
451,70,davidbinetorangeftgroupcomA,PER
452,70,Laganier Julien,PER
453,70,teemusavolainennokiacom teemusavolainennokiacom,PER
454,70,AA,ALLCAPS
455,70,PDP,ALLCAPS
456,70,RFC,ALLCAPS
457,70,AMA,ALLCAPS
458,70,RE,ALLCAPS
459,70,FWIW,ALLCAPS
460,70,UE,ALLCAPS
461,70,ND,ALLCAPS
462,70,DHCP,ALLCAPS
463,71,Alkuperinen,ORG
464,71,Dec Lhettj,ORG
465,71,Arkko jariarkkopiuhanet Vastaanottaja Internet Area intareaietforg CC Bertenyi Balazs NSN HUBudapest balazsbertenyinsncom Viittaukset BCpiuhanet We,ORG
466,71,gppietf,PER
467,71,Pivys Wed,PER
468,71,Jari,PER
469,73,IP,ALLCAPS
470,73,DNS,ALLCAPS
471,73,NAT,ALLCAPS
472,73,PNAT,ALLCAPS
473,74,PNAT,ALLCAPS
474,74,PC,ALLCAPS
475,74,DNS,ALLCAPS
476,74,NAT,ALLCAPS
477,84,Dan,PER
478,84,PNAT,ALLCAPS
479,85,XP,ALLCAPS
480,85,PNAT,ALLCAPS
481,85,OS,ALLCAPS
482,86,Oss Hui,PER
483,87,Brian,PER
484,87,GPP,ALLCAPS
485,87,EPS,ALLCAPS
486,87,UE,ALLCAPS
487,87,DNS,ALLCAPS
488,87,NAT,ALLCAPS
489,87,BOGON,ALLCAPS
490,87,RFC,ALLCAPS
491,87,NET,ALLCAPS
492,87,IMS,ALLCAPS
493,87,WKP,ALLCAPS
494,87,HTP,ALLCAPS
495,89,Cameron,PER
496,89,Sri ill,PER
497,89,NATDNS,ALLCAPS
498,89,GPP,ALLCAPS
499,90,GPP SA,ORG
500,90,IETFGPP,ORG
501,90,the SA,ORG
502,90,Tao Sun China Mobile,ORG
503,90,Shenzhen,LOC
504,92,APN,ALLCAPS
505,92,GPP,ALLCAPS
506,92,NAT,ALLCAPS
507,93,APN,ALLCAPS
508,93,GPP,ALLCAPS
509,93,NAT,ALLCAPS
510,94,List,PER
511,94,Hui Deng,PER
512,94,Marc Blanchet,PER
513,94,Outlook,ORG
514,94,the,ORG
515,94,EPS,ALLCAPS
516,94,DNS,ALLCAPS
517,94,DNSNAT,ALLCAPS
518,95,UE,ALLCAPS
519,95,GPP,ALLCAPS
520,95,IS,ALLCAPS
521,95,EPS,ALLCAPS
522,95,PDP,ALLCAPS
523,95,DNS,ALLCAPS
524,95,APN,ALLCAPS
525,95,NAT,ALLCAPS
526,95,IMS,ORG
527,96,Sri,PER
528,97,NAT,ORG
529,97,APN,ALLCAPS
530,98,Brian,PER
531,98,Rel,PER
532,98,EPS,ORG
533,98,PDN,ALLCAPS
534,99,Hi Raj I,PER
535,99,Rel PDN,ORG
536,99,PDN,ALLCAPS
537,99,UE,ALLCAPS
538,99,DNS,ALLCAPS
539,100,Brian,PER
540,100,GPP,ORG
541,100,UE,ALLCAPS
542,100,PDP,ALLCAPS
543,100,AFAICT,ALLCAPS
544,100,DS,ALLCAPS
545,100,PDN,ALLCAPS
546,100,EPS,ALLCAPS
547,101,Hi Raj,PER
548,101,DNS,ALLCAPS
549,101,NAT,ALLCAPS
550,102,Cameron Byrne,PER
551,102,TMobile,PER
552,102,USA,LOC
553,102,NAT,ALLCAPS
554,102,DNS,ALLCAPS
555,102,AA,ALLCAPS
556,102,NATDNS,ALLCAPS
557,102,OR,ALLCAPS
558,103,Brian,PER
559,103,WG Basicall,PER
560,103,DS,ALLCAPS
561,103,PDN,ALLCAPS
562,103,DNS,ALLCAPS
563,103,AAAA,ALLCAPS
564,104,Brian,PER
565,105,Sri,PER
566,105,wwwapplicationcom,PER
567,105,Brian,PER
568,105,IP,ALLCAPS
569,105,OS,ALLCAPS
570,105,NAT,ALLCAPS
571,106,Raj,PER
572,106,stack,PER
573,106,Brian BasavarajPatilnokiacom BasavarajPatilnokiacom,PER
574,106,GPP,ORG
575,106,DNS,ALLCAPS
576,106,NAT,ALLCAPS
577,106,PDN,ALLCAPS
578,106,REL,ALLCAPS
579,106,DSN,ALLCAPS
580,107,lebbatdotcogecoca,ORG
581,107,RFC,ORG
582,108,Internet Protocol,MISC
583,108,RFC,ALLCAPS
584,109,Raj,PER
585,109,DS,ALLCAPS
586,109,AF,ALLCAPS
587,109,GPP,ALLCAPS
588,109,PDN,ALLCAPS
589,109,DNS,ALLCAPS
590,109,GOING,ALLCAPS
591,109,TO,ALLCAPS
592,110,BasavarajPatilnokiacom,ORG
593,110,escribi,PER
594,111,IPvonly,ORG
595,111,NAT,ORG
596,111,DS,ORG
597,111,Cameron Byrne,PER
598,111,TMobile USA,PER
599,112,DS,ALLCAPS
600,112,GPP,ALLCAPS
601,112,MM,ALLCAPS
602,112,applicationsservices,ORG
603,113,GPP,ORG
604,113,GGSN,ORG
605,113,DS,ORG
606,113,MM,ALLCAPS
607,113,IP,ALLCAPS
608,113,NAT,ALLCAPS
609,114,BasavarajPatiln okiacom BasavarajPatilnokiacomA,PER
610,114,haveietforg,PER
611,114,PM,PER
612,114,Cameron Byrne,PER
613,114,PM lebbatdotcogecoca,PER
614,114,youA,PER
615,114,GPP,PER
616,114,IPvonly,PER
617,114,Wassim,PER
618,114,cblistgmailcomA,ORG
619,114,BSmithbellca,ORG
620,114,AMA,ORG
621,114,lebbatdotcogecoca,ORG
622,114,PMA,ALLCAPS
623,114,BEHAVE,ALLCAPS
624,114,FW,ALLCAPS
625,114,DNS,ALLCAPS
626,114,NAT,ALLCAPS
627,114,IP,ALLCAPS
628,114,AAI,ALLCAPS
629,114,AAA,ALLCAPS
630,115,MM,PER
631,115,United States,LOC
632,115,North South West,LOC
633,115,East region,LOC
634,115,USA,LOC
635,115,coast,LOC
636,115,BOGON,ORG
637,115,IANA,ORG
638,115,USA Government,ORG
639,115,Internet,ORG
640,115,RFC,ALLCAPS
641,115,IP,ALLCAPS
642,115,SIP,ALLCAPS
643,115,IMS,ALLCAPS
644,115,SBC,ALLCAPS
645,115,BBUA,ALLCAPS
646,115,NAT,ALLCAPS
647,115,LSN,ALLCAPS
648,115,CGN,ALLCAPS
649,115,DNS,ALLCAPS
650,115,DS,ALLCAPS
651,116,Cameron,PER
652,116,Bo Zhou,PER
653,116,EFEBBBEBABA,PER
654,116,Cameron Byrne,PER
655,116,behaveietforg,PER
656,116,TMobile USA,PER
657,116,mailtogvbouncesietforg EBBAEAA,ORG
658,116,EBBECEA EBEBBBEBABA,ORG
659,116,BSmithbellca,ORG
660,116,EBBBEA,ORG
661,116,IPvonly,ORG
662,116,DS,ORG
663,116,EAE,ALLCAPS
664,116,BEHAVE,ALLCAPS
665,116,FW,ALLCAPS
666,116,DNS,ALLCAPS
667,116,NAT,ALLCAPS
668,116,LTE,ALLCAPS
669,117,Cameron,PER
670,117,Hong,PER
671,117,Cameron Byrne,PER
672,117,BSmithbellca,PER
673,117,Bo Zhou,PER
674,117,gvbouncesietforg mailtogvbouncesietforg,PER
675,117,Liu,ORG
676,117,IPvonly,ORG
677,117,NAT,ALLCAPS
678,117,VIP,ALLCAPS
679,117,BABCFECCB,ALLCAPS
680,117,BFABED,ALLCAPS
681,117,DDCBA,ALLCAPS
682,117,BACBCDCABBCE,ALLCAPS
683,117,CEADCCD,ALLCAPS
684,117,CADBCFECCB,ALLCAPS
685,117,BADCBCD,ALLCAPS
686,117,DFCCE,ALLCAPS
687,117,BFBB,ALLCAPS
688,117,BEHAVE,ALLCAPS
689,117,FW,ALLCAPS
690,117,DNS,ALLCAPS
691,117,DS,ALLCAPS
692,117,USA,ALLCAPS
693,117,LTE,ALLCAPS
694,118,Ie,PER
695,118,IPvonly,PER
696,118,DShosts,PER
697,118,DShost,ORG
698,118,DNS,ALLCAPS
699,118,AAAA,ALLCAPS
700,118,NAT,ALLCAPS
701,118,RFC,ALLCAPS
702,118,AFAIK,ALLCAPS
703,119,Brian,PER
704,119,Jouni,PER
705,119,BasavarajPatilnokiacom,PER
706,119,PDN,ALLCAPS
707,119,DNS,ALLCAPS
708,119,NAT,ALLCAPS
709,119,UE,ORG
710,121,BasavarajPatilnokiacom,PER
711,121,escribi,PER
712,122,DShost,ORG
713,122,NAT,ALLCAPS
714,122,DNS,ALLCAPS
715,122,DS,ALLCAPS
716,122,OR,ALLCAPS
717,122,GPP,ALLCAPS
718,122,HSS,ALLCAPS
719,122,APN,ALLCAPS
720,122,GGSN,ALLCAPS
721,122,PGW,ALLCAPS
722,122,EITHER,ALLCAPS
723,122,AAAA,ALLCAPS
724,122,RFC,ALLCAPS
725,123,DS,ALLCAPS
726,123,DNS,ALLCAPS
727,124,DS,ORG
728,124,OS,ORG
729,124,DNS,ALLCAPS
730,124,AAAA,ALLCAPS
731,125,GPP,ORG
732,125,PCO,ORG
733,125,DNS,ALLCAPS
734,125,PDP,ALLCAPS
735,125,OS,ALLCAPS
736,125,AAAA,ALLCAPS
737,125,DN,ALLCAPS
738,125,AFAIK,ALLCAPS
739,126,operator,PER
740,126,WiFi,PER
741,126,my android,PER
742,126,DShost,ORG
743,126,DNS,ALLCAPS
744,126,DS,ALLCAPS
745,126,GPP,ALLCAPS
746,126,PDP,ALLCAPS
747,126,EPS,ALLCAPS
748,126,APN,ALLCAPS
749,126,HSS,ALLCAPS
750,126,AAAA,ALLCAPS
751,126,NAT,ALLCAPS
752,126,RFC,ALLCAPS
753,127,Cameron,PER
754,127,Ipv,PER
755,127,EE,ALLCAPS
756,127,NAT,ALLCAPS
757,127,IP,ALLCAPS
758,127,VS,ALLCAPS
759,127,DS,ALLCAPS
760,127,DNS,ALLCAPS
761,127,UE,ALLCAPS
762,127,PDN,ALLCAPS
763,127,SIP,ALLCAPS
764,127,SBC,ALLCAPS
765,127,SGWPGW,ALLCAPS
766,127,SBCs,ORG
767,127,BBUAs,ORG
768,127,Internet,ORG
769,127,BBUA,ORG
770,128,KUDOS,PER
771,128,Nokia,ORG
772,128,Google,ORG
773,128,BEHAVE,ORG
774,128,Verizon,ORG
775,128,TMobile,ORG
776,128,USA,ALLCAPS
777,128,NAT,ALLCAPS
778,128,NATPT,ALLCAPS
779,128,DNS,ALLCAPS
780,128,SMS,ALLCAPS
781,128,LTE,ALLCAPS
782,128,IMS,ALLCAPS
783,128,CGN,ALLCAPS
784,128,LSN,ALLCAPS
785,128,DS,ALLCAPS
786,128,EE,ALLCAPS
787,129,AAAA,ALLCAPS
788,129,OS,ALLCAPS
789,129,DNS,ALLCAPS
790,131,Cameron and I,PER
791,131,People,PER
792,131,DNS,ALLCAPS
793,131,NAT,ALLCAPS
794,131,IP,ALLCAPS
795,131,FTP,ALLCAPS
796,132,Brian I,PER
797,132,Dapeng Liu,PER
798,132,HI,ALLCAPS
799,132,DNS,ALLCAPS
800,132,IP,ALLCAPS
801,133,DS,ORG
802,133,AM,ORG
803,133,David Crowe,PER
804,133,DNS,ALLCAPS
805,134,Gv,PER
806,134,IPvonly,PER
807,134,BEHAVE,ALLCAPS
808,134,DNS,ALLCAPS
809,134,AAAA,ALLCAPS
810,134,DHCP,ALLCAPS
811,135,mobility,PER
812,135,Dan Wing dwingciscocomA,PER
813,135,gvietforg,PER
814,135,behaveietforgA,PER
815,135,DHCP,ORG
816,135,AAAA,ALLCAPS
817,135,WG,ALLCAPS
818,135,PMA,ALLCAPS
819,135,DNS,ALLCAPS
820,135,BEHAVEA,ALLCAPS
821,136,guy,PER
822,136,Windows,MISC
823,136,FTP,ALLCAPS
824,136,NAT,ALLCAPS
825,136,IP,ALLCAPS
826,136,GPP,ALLCAPS
827,137,DNS,ALLCAPS
828,137,AAAA,ALLCAPS
829,137,FQDN,ALLCAPS
830,137,RFC,ALLCAPS
831,138,Dan,PER
832,138,drafthaddad,PER
833,138,Couple of us,PER
834,138,Teemu,PER
835,138,GPP,PER
836,138,Wassims,PER
837,138,MIPv,ORG
838,139,BasavarajPatilnokiacom,ORG
839,139,DNS,ALLCAPS
840,139,Internet,MISC
841,140,Brian,PER
842,140,Windows,MISC
843,140,RFC,ALLCAPS
844,140,AFAIK,ALLCAPS
845,141,IP,ALLCAPS
846,142,NAT,ALLCAPS
847,142,HDS,ALLCAPS
848,142,DNS,ALLCAPS
849,142,AAAA,ALLCAPS
850,142,NSP,ALLCAPS
851,142,BFABED,ALLCAPS
852,144,Dan,PER
853,144,draftboucadairbehavednsa,PER
854,144,Zhen,PER
855,144,RR,ALLCAPS
856,145,IAKaGkgRGFuDQoNCkkgdGhpbmsgdGhlIHNvbHVaWuIDIgdlsbCBpbmNyZWFzZSBaGUgYt,ORG
857,145,IHdpdGggREhDUFYIHNlcnZlciwgdGhlbiBaGVzZSBdgREhDUCBwcmjZWRcmVzIGNhbiBz,DIG
858,146,Behcet Sarikaya escribi I,PER
859,146,MIPv,PER
860,146,WK,ALLCAPS
861,146,NAT,ALLCAPS
862,146,DNS,ALLCAPS
863,147,S,PER
864,147,BEHAVE,PER
865,148,DHCPv,ORG
866,148,mailtogvbouncesietforg,PER
867,148,Dan Wing,PER
868,148,MUST,ALLCAPS
869,148,RFC,ALLCAPS
870,149,BEHAVE,PER
871,149,DNS,ALLCAPS
872,149,NATDNS,ALLCAPS
873,150,MN,ORG
874,150,NAT,ALLCAPS
875,150,DNS,ALLCAPS
876,150,AAAA,ALLCAPS
877,150,NSP,ALLCAPS
878,150,RFC,ALLCAPS
879,151,BasavarajPatilnokiacom,ORG
880,151,Firefoxs,ORG
881,151,OS,ORG
882,151,OSs,ORG
883,151,IPvonly,ORG
884,151,DNS,ALLCAPS
885,151,AAAA,ALLCAPS
886,152,marcelo bagnulo braun,PER
887,152,rceloitucmesA,PER
888,152,Sarikaya sarikayaieeeorgA,PER
889,152,dwingciscocom,PER
890,152,Sarikaya escribiFA,PER
891,152,AAAA,ALLCAPS
892,152,WG,ALLCAPS
893,152,AMA,ALLCAPS
894,152,BEHAVE,ALLCAPS
895,152,DNS,ALLCAPS
896,152,NAT,ALLCAPS
897,152,WK,ALLCAPS
898,152,AA,ALLCAPS
899,153,Dan Wing,PER
900,154,Behcet Sarikaya escribi,PER
901,154,the,PER
902,154,WKP,ALLCAPS
903,155,Internet,ORG
904,155,NAT,ALLCAPS
905,155,DNS,ALLCAPS
906,155,AAAA,ALLCAPS
907,155,FFB,ALLCAPS
908,155,TCP,ALLCAPS
909,155,SYN,ALLCAPS
910,157,marcelo bagnulo braun,PER
911,157,rceloitucmesA,PER
912,157,Behcet Sarikaya sarikayaieeeorgA,PER
913,157,dwingciscocom,PER
